date,close
2000-01-03,1455.219970703125
2000-01-04,1399.4200439453125
2000-01-05,1402.1099853515625
2000-01-06,1403.449951171875
2000-01-07,1441.469970703125
2000-01-10,1457.5999755859375
2000-01-11,1438.56005859375
2000-01-12,1432.25
2000-01-13,1449.6800537109375
2000-01-14,1465.1500244140625
2000-01-18,1455.1400146484375
2000-01-19,1455.9000244140625
2000-01-20,1445.5699462890625
2000-01-21,1441.3599853515625
2000-01-24,1401.530029296875
2000-01-25,1410.030029296875
2000-01-26,1404.0899658203125
2000-01-27,1398.56005859375
2000-01-28,1360.1600341796875
2000-01-31,1394.4599609375
2000-02-01,1409.280029296875
2000-02-02,1409.1199951171875
2000-02-03,1424.969970703125
2000-02-04,1424.3699951171875
2000-02-07,1424.239990234375
2000-02-08,1441.719970703125
2000-02-09,1411.7099609375
2000-02-10,1416.8299560546875
2000-02-11,1387.1199951171875
2000-02-14,1389.93994140625
2000-02-15,1402.050048828125
2000-02-16,1387.6700439453125
2000-02-17,1388.260009765625
2000-02-18,1346.0899658203125
2000-02-22,1352.1700439453125
2000-02-23,1360.68994140625
2000-02-24,1353.4300537109375
2000-02-25,1333.3599853515625
2000-02-28,1348.050048828125
2000-02-29,1366.4200439453125
2000-03-01,1379.18994140625
2000-03-02,1381.760009765625
2000-03-03,1409.1700439453125
2000-03-06,1391.280029296875
2000-03-07,1355.6199951171875
2000-03-08,1366.699951171875
2000-03-09,1401.68994140625
2000-03-10,1395.0699462890625
2000-03-13,1383.6199951171875
2000-03-14,1359.1500244140625
2000-03-15,1392.1400146484375
2000-03-16,1458.469970703125
2000-03-17,1464.469970703125
2000-03-20,1456.6300048828125
2000-03-21,1493.8699951171875
2000-03-22,1500.6400146484375
2000-03-23,1527.3499755859375
2000-03-24,1527.4599609375
2000-03-27,1523.8599853515625
2000-03-28,1507.72998046875
2000-03-29,1508.52001953125
2000-03-30,1487.9200439453125
2000-03-31,1498.5799560546875
2000-04-03,1505.969970703125
2000-04-04,1494.72998046875
2000-04-05,1487.3699951171875
2000-04-06,1501.3399658203125
2000-04-07,1516.3499755859375
2000-04-10,1504.4599609375
2000-04-11,1500.5899658203125
2000-04-12,1467.1700439453125
2000-04-13,1440.510009765625
2000-04-14,1356.56005859375
2000-04-17,1401.43994140625
2000-04-18,1441.6099853515625
2000-04-19,1427.469970703125
2000-04-20,1434.5400390625
2000-04-24,1429.8599853515625
2000-04-25,1477.43994140625
2000-04-26,1460.989990234375
2000-04-27,1464.9200439453125
2000-04-28,1452.4300537109375
2000-05-01,1468.25
2000-05-02,1446.2900390625
2000-05-03,1415.0999755859375
2000-05-04,1409.5699462890625
2000-05-05,1432.6300048828125
2000-05-08,1424.1700439453125
2000-05-09,1412.1400146484375
2000-05-10,1383.050048828125
2000-05-11,1407.81005859375
2000-05-12,1420.9599609375
2000-05-15,1452.3599853515625
2000-05-16,1466.0400390625
2000-05-17,1447.800048828125
2000-05-18,1437.2099609375
2000-05-19,1406.949951171875
2000-05-22,1400.719970703125
2000-05-23,1373.8599853515625
2000-05-24,1399.050048828125
2000-05-25,1381.52001953125
2000-05-26,1378.02001953125
2000-05-30,1422.449951171875
2000-05-31,1420.5999755859375
2000-06-01,1448.81005859375
2000-06-02,1477.260009765625
2000-06-05,1467.6300048828125
2000-06-06,1457.8399658203125
2000-06-07,1471.3599853515625
2000-06-08,1461.6700439453125
2000-06-09,1456.949951171875
2000-06-12,1446.0
2000-06-13,1469.43994140625
2000-06-14,1470.5400390625
2000-06-15,1478.72998046875
2000-06-16,1464.4599609375
2000-06-19,1486.0
2000-06-20,1475.949951171875
2000-06-21,1479.1300048828125
2000-06-22,1452.1800537109375
2000-06-23,1441.47998046875
2000-06-26,1455.31005859375
2000-06-27,1450.550048828125
2000-06-28,1454.8199462890625
2000-06-29,1442.3900146484375
2000-06-30,1454.5999755859375
2000-07-03,1469.5400390625
2000-07-05,1446.22998046875
2000-07-06,1456.6700439453125
2000-07-07,1478.9000244140625
2000-07-10,1475.6199951171875
2000-07-11,1480.8800048828125
2000-07-12,1492.9200439453125
2000-07-13,1495.8399658203125
2000-07-14,1509.97998046875
2000-07-17,1510.489990234375
2000-07-18,1493.739990234375
2000-07-19,1481.9599609375
2000-07-20,1495.5699462890625
2000-07-21,1480.18994140625
2000-07-24,1464.2900390625
2000-07-25,1474.469970703125
2000-07-26,1452.4200439453125
2000-07-27,1449.6199951171875
2000-07-28,1419.8900146484375
2000-07-31,1430.8299560546875
2000-08-01,1438.0999755859375
2000-08-02,1438.699951171875
2000-08-03,1452.56005859375
2000-08-04,1462.9300537109375
2000-08-07,1479.3199462890625
2000-08-08,1482.800048828125
2000-08-09,1472.8699951171875
2000-08-10,1460.25
2000-08-11,1471.8399658203125
2000-08-14,1491.56005859375
2000-08-15,1484.4300537109375
2000-08-16,1479.8499755859375
2000-08-17,1496.0699462890625
2000-08-18,1491.719970703125
2000-08-21,1499.47998046875
2000-08-22,1498.1300048828125
2000-08-23,1505.969970703125
2000-08-24,1508.31005859375
2000-08-25,1506.449951171875
2000-08-28,1514.0899658203125
2000-08-29,1509.8399658203125
2000-08-30,1502.5899658203125
2000-08-31,1517.6800537109375
2000-09-01,1520.77001953125
2000-09-05,1507.0799560546875
2000-09-06,1492.25
2000-09-07,1502.510009765625
2000-09-08,1494.5
2000-09-11,1489.260009765625
2000-09-12,1481.989990234375
2000-09-13,1484.9100341796875
2000-09-14,1480.8699951171875
2000-09-15,1465.81005859375
2000-09-18,1444.510009765625
2000-09-19,1459.9000244140625
2000-09-20,1451.3399658203125
2000-09-21,1449.050048828125
2000-09-22,1448.719970703125
2000-09-25,1439.030029296875
2000-09-26,1427.2099609375
2000-09-27,1426.5699462890625
2000-09-28,1458.2900390625
2000-09-29,1436.510009765625
2000-10-02,1436.22998046875
2000-10-03,1426.4599609375
2000-10-04,1434.3199462890625
2000-10-05,1436.280029296875
2000-10-06,1408.989990234375
2000-10-09,1402.030029296875
2000-10-10,1387.02001953125
2000-10-11,1364.5899658203125
2000-10-12,1329.780029296875
2000-10-13,1374.1700439453125
2000-10-16,1374.6199951171875
2000-10-17,1349.969970703125
2000-10-18,1342.1300048828125
2000-10-19,1388.760009765625
2000-10-20,1396.9300537109375
2000-10-23,1395.780029296875
