,0
0,1087040.1166573188
1,1090236.5986041827
2,1085239.5244680485
3,1089158.3046335245
4,1085861.658194919
5,1097200.2453357342
6,1102709.1295924454
7,1102839.2115149414
8,1101938.750493427
9,1112366.820966465
10,1121070.6491553227
11,1120417.8340788172
12,1113442.655244539
13,1116883.0438764228
14,1118443.450114132
15,1121974.3055520437
16,1127439.4832094281
17,1119061.4651395688
18,1112794.8647627023
19,1121003.6340102095
20,1112861.2870979484
21,1108466.095053299
22,1110176.094865865
23,1113914.657316005
24,1111506.7276927475
25,1124319.066813461
26,1112224.7915649528
27,1113811.7156582123
28,1100919.6850238403
29,1112959.2643314304
30,1102772.271227906
31,1099877.3875622614
32,1092568.8958918985
33,1095900.9178900663
34,1097216.1437325736
35,1107551.2336692906
36,1116958.5095503735
37,1113802.1241605715
38,1116623.514154269
39,1107785.2684791824
40,1107359.8752517574
41,1110415.0435211384
42,1111280.0454423972
43,1119548.6684479332
44,1124862.2057187245
45,1126546.4534090045
46,1126254.9349699996
47,1122493.7773111383
48,1115923.6829737658
49,1112473.1229537511
50,1107245.11506313
51,1109813.7105968439
52,1105455.4192269905
53,1112788.6638106254
54,1116412.4060926558
55,1112584.815821071
56,1127877.7191159443
57,1085662.3536197694
58,1064423.226298804
59,1075226.0446049368
60,1094908.4250637
61,1107333.4071909578
62,1107538.721338863
