,0
0,1000000.0
1,1000096.0997025672
2,996368.8186363501
3,988338.8546476234
4,984454.3684058348
5,983128.6550192186
6,986848.69359709
7,973872.7869687312
8,989463.3301537033
9,964954.8015192265
10,964556.4589388892
11,949191.2899566073
12,960882.6241346536
13,977215.6367894779
14,963157.2650635915
15,987151.4204294455
16,981487.9687386042
17,993199.9670275718
18,1011321.220541285
19,1009697.4806249746
20,1001445.1732454428
21,1020557.216100654
22,1024495.8114394973
23,1009044.2147366982
24,1011196.3232417807
25,1009375.6052109598
26,1000056.9670877393
27,991254.0071834662
28,1009204.2238506654
29,1017445.3657025581
30,1032472.0235908693
31,1029730.0811226243
32,1025200.6550751018
33,1037387.6165599109
34,1021892.3723447544
35,1026311.399485193
36,1036348.9728116407
37,1031962.2878530918
38,1025405.1825034812
39,1047246.2607567899
40,1048754.4060197535
41,1049004.015951947
42,1052801.0476004544
43,1059984.559758234
44,1049963.418380974
45,1060167.2225241966
46,1062018.7590694963
47,1073042.5296488025
48,1072876.6644600837
49,1073922.9494559623
50,1077630.3062325926
51,1085942.2480809432
52,1092682.1627631239
53,1087296.112133748
54,1083714.6956224705
55,1080107.5860978994
56,1082366.5499070208
57,1085170.1478528609
58,1086852.7748751608
59,1092665.4771620012
60,1088503.9940722988
61,1091515.202646276
62,1087040.1166573188
